 nu =           0  k =            0    nst =           1
    0      2.0000000000      4.0000000000
 nu =           1  k =            0    nst =           1
    0      2.0000000000      4.0000000000
 nu =           1  k =            1    nst =           1
    0      1.7071067812      3.0000000000
 nu =           1  k =            2    nst =           1
    0      1.0000000000      3.0000000000
 nu =           1  k =            3    nst =           1
    0      0.2928932188      3.0000000000
 nu =           1  k =            4    nst =           1
    0      0.0000000000      3.0000000000
 nu =           2  k =            0    nst =           4
    0     -1.8019377358      2.0000000000
    1     -0.4450418679      2.0000000000
    2      1.2469796037      2.0000000000
    3      2.0000000000      4.0000000000
 nu =           2  k =            1    nst =           3
    0     -1.1441228056      2.0000000000
    1      0.4370160244      2.0000000000
    2      1.7071067812      3.0000000000
 nu =           2  k =            2    nst =           4
    0     -1.2670350984      2.0000000000
    1     -0.2586520225      2.0000000000
    2      1.0000000000      3.0000000000
    3      1.5256871209      2.0000000000
 nu =           2  k =            3    nst =           3
    0     -0.4370160244      2.0000000000
    1      0.2928932188      3.0000000000
    2      1.1441228056      2.0000000000
 nu =           2  k =            4    nst =           4
    0     -0.0000000000      2.0009877794
    1      0.0000000000      2.9990995860
    2      0.0000000000      2.0002724281
    3      1.0000000000      2.0000000000
 nu =           3  k =            0    nst =           7
    0     -1.8019377358      2.0000000000
    1     -1.0000000000      1.0000000000
    2     -0.4450418679      2.0000000000
    3      0.0000000000      1.0000000000
    4      0.0000000000      1.0000000000
    5      1.2469796037      2.0000000000
    6      2.0000000000      4.0000000000
 nu =           3  k =            1    nst =           7
    0     -2.4587385089      1.0000000000
    1     -1.1441228056      2.0000000000
    2     -0.6283784269      1.0000000000
    3     -0.5126832031      1.0000000000
    4      0.4370160244      2.0000000000
    5      0.8926933577      1.0000000000
    6      1.7071067812      3.0000000000
 nu =           3  k =            2    nst =           7
    0     -1.8546376797      1.0000000000
    1     -1.2670350984      2.0000000000
    2     -0.5969682832      1.0000000000
    3     -0.2586520225      2.0000000000
    4      0.4516059630      1.0000000000
    5      1.0000000000      3.0000000000
    6      1.5256871209      2.0000000000
 nu =           3  k =            3    nst =           7
    0     -2.1451483739      1.0000000000
    1     -0.8589235497      1.0000000000
    2     -0.4370160244      2.0000000000
    3      0.2654527116      1.0000000000
    4      0.2928932188      3.0000000000
    5      1.1441228056      2.0000000000
    6      1.4457259932      1.0000000000
 nu =           3  k =            4    nst =           7
    0     -3.1284190638      1.0000000000
    1     -1.2016396757      1.0000000000
    2     -0.0000000000      2.0038984012
    3     -0.0000000000      2.9959532183
    4      0.0000000000      2.0017601588
    5      1.0000000000      2.0000000000
    6      1.3300587396      1.0000000000
 nu =           4  k =            0    nst =          10
    0     -3.6510934089      0.0000000000
    1     -1.8019377358      2.0000000000
    2     -1.0000000000      1.0000000000
    3     -0.7261094450      0.0000000000
    4     -0.4450418679      2.0000000000
    5     -0.0000000000      1.0000000000
    6      0.0000000000      1.0000000000
    7      0.3772028540      0.0000000000
    8      1.2469796037      2.0000000000
    9      2.0000000000      4.0000000000
 nu =           4  k =            1    nst =           8
    0     -2.4587385089      1.0000000000
    1     -1.1441228056      2.0000000000
    2     -0.6283784269      1.0000000000
    3     -0.5126832031      1.0000000000
    4     -0.2928932188      0.0000000000
    5      0.4370160244      2.0000000000
    6      0.8926933577      1.0000000000
    7      1.7071067812      3.0000000000
 nu =           4  k =            2    nst =           9
    0     -1.8546376797      1.0000000000
    1     -1.6180339887      0.0000000000
    2     -1.2670350984      2.0000000000
    3     -0.5969682832      1.0000000000
    4     -0.2586520225      2.0000000000
    5      0.4516059630      1.0000000000
    6      0.6180339887      0.0000000000
    7      1.0000000000      3.0000000000
    8      1.5256871209      2.0000000000
 nu =           4  k =            3    nst =           8
    0     -2.1451483739      1.0000000000
    1     -1.7071067812      0.0000000000
    2     -0.8589235497      1.0000000000
    3     -0.4370160244      2.0000000000
    4      0.2654527116      1.0000000000
    5      0.2928932188      3.0000000000
    6      1.1441228056      2.0000000000
    7      1.4457259932      1.0000000000
 nu =           4  k =            4    nst =          10
    0     -3.1284190638      1.0000000000
    1     -2.6996281483      0.0000000000
    2     -1.2016396757      1.0000000000
    3     -0.7608767217      0.0000000000
    4     -0.0000000000      2.3600330688
    5     -0.0000000000      2.3825633152
    6      0.0000000000      2.3742024249
    7      1.0000000000      2.0000000000
    8      1.3300587396      1.0000000000
    9      1.4605048700      0.0000000000
